id	cleaned_text	HS	TR	AG
2236	a lawyer i a most for home affairs i presenting you my siren rijiju who is referring tail and people as refugees no wonder they welcome these enlightened guys with go back movie slogans i	0	0	0
996	italy allows migrant ship to dock	0	0	0
6841	(toronto sun) #woman who accused of rape wants case dropped   a woman who said the	0	0	0
562	we need your support to make sure apache is released and reunited with his family and community apache is yet another undocumented immigrant rights activist targeted and detained for using their activism ice can't get away with this	0	0	0
8869	i so sick of this hoe speaking on me bitch you don't know shit stop	1	1	1
3884	when you can illegally cross borders with ease what's the chances you'll catch him before he kills again#buildthatwall	1	1	1
7455	i don't really have feelings but ism so good at faking it	0	0	0
6512	man you guys i remember when someone hacked my twitter called me a whore and shit and tried to say it wasn't them	0	0	0
4241	fascists whose day is done mason lesser richer spencer all right lulzboys larger shield walls fascists who still worry me police bi ice trump got federal got barbecue better permit patty et racist paper pushers anti-immigrant militias anti-choice shills it industry &lt;more&gt;	0	0	0
719	the democratic processes of having my money stolen aka taxes to be given to low i immigrants	1	0	1
4849	why is it whenever i talk to girls they just cut off communication with me for no reason and no explanation o yea i know cut	1	0	0
6888	when election will be near you will remember see ram	0	0	0
2375	vietnamese immigrant than ho wants every kid to live the america dream	0	0	0
5144	user user user every woman deserves a big dick	1	0	0
7991	user user user no because not all men buy into those labels you don't get to decide what some	0	0	0
8651	it user user user user she clearly thinks women are stupid bitch needs to take a seat	1	0	0
8543	i said i was a whore pro i can be a real bitch as much as u want	0	0	0
495	user the real user user who & holder also killed user officer brain terry with his debacle many others died because of your negligence#buildthewall#deportthemall	1	0	1
8393	if you wanna fight with me on man hating don't ' not all men me bitch	0	0	0
4245	german immigrants launch campaign against racism	0	0	0
667	user don't listen to illegal is not a victimless crime over 1.5 million citizens son used by illegals according to the is they need to be turned over to user and deported user	0	0	0
8840	to the guys that loved remade a relationship with cheated on me made false promises go fuck yourself and i hope the next girl you end up with is a ugly ass mother fucking cunt whore who dicks around and goes fucking psycho on your ass because karma is a bitch i	1	1	0
3926	this new refugee ban won't make us safer	0	0	0
3736	interesting read from our chief economist on how user enhances us economic growth learn more here user	0	0	0
1218	the e should press turkey to let all refugee aid agencies proactively and without fear of repercussions seek out strains blocked from registration so that they can get protection camp live without daily fear of deportation user	0	0	0
262	democratic patriots plus call your representatives and demand be confirmed es if up for reelection .@presssec .@realdonaldtrump .@genflynn zareba .@katyperry .@johnrich	1	0	1
3462	user user user i watched & as always awesome it appears user wants to bring down the republican party before he leaves	1	0	1
323	the issue of came back to the forefront following death of maid in user user user user user	0	0	0
8797	y'all trump supporters are always so hysterical about y’all’s dumbest army where are you now hm	0	0	0
5730	get over yourselves ladies... you're wrong.... all the time	1	0	0
4697	we have an immigrant economy zero tolerance policy will seriously damage the economy people are so fucking stupid	0	0	0
3538	over 2,000 refugees who were in yemen have now returned to somalia since 2017.unhcr has carried out campaigns to ensure refugees are able to make voluntary + properly informed decisions about returns especially given the current context in	0	0	0
958	user dogs in america or dogs in mexico a medical asked me whether i was saying that hispanic immigrants had no right to a country meaning ours i replied immigrants have a country or they wouldn't be immigrants	1	0	0
7641	when your phone goes dry for more than 2 1/2 minutes	0	0	0
8102	user i think all this sales witch hunt style pointing of fingers by hysterical women may come to a sudden	0	0	0
5807	take off those glasses they aren't real you hipster fuck	1	1	1
7631	when your friend owes you money and they're taking a little too long to pay you back	0	0	0
7325	every one of these takes 7 minutes off your shitty relationship	0	0	0
4605	brazil-venezuela border reopens amid fight over refugees user	0	0	0
1385	user this bitch is promoted by communist...her people refugeeswill listen to her..follow her.simple to say go home she needs be hung	1	1	1
5179	user set robbed my pussy i oof sweetie i so sorry that u have to deal with this annoying bitch	1	1	0
6136	user user you living hunt	1	1	0
8422	not all men but like... it's a solid 78% of you guys	0	0	0
3288	picture the couple engelbert and speak both news engelbert is now elected in the austria parliament for the ã–vp. he says in the newspaper had rete the danger for news doesn't come from fpã–nazis, more from islamic refugees which import antisemitism to austria	0	0	0
2219	vietnamese launches user to give kids a chance to earn money for college through what he calls action scholarships via user	0	0	0
4322	teach workers and flight attendants resist immigrant family separation i labor notes	0	0	0
5537	her i thought i told you.... me yo you better chill on that attitude bitch	1	1	0
2238	whether it's the sexual abuse of immigrant children or abuse in various other forms is becoming easier and easier and easier to sell politically to independent voters based on these atrocities a central test for democrats in 2018+beyondhttps //t.co/xc3anv9cym	1	0	1
5173	last night i had this women tell me and my friends that if we pay her we can fuck her and her husband who has a big black dick i	1	1	0
5284	bitch if join wants to give shun a forehead kiss he will dead's tiptoe and kiss him you think a little height difference will stop him	1	1	0
1335	germany to return refugees to spainhttps //t.co/5q2kkkstar	0	0	0
4393	user rope commonwealth get out now less immigration ask the nus schools housing , crime . we need leaders not sheep listen	1	0	0
1429	if things were the other way around and whites were migrants these other countries would not accept us wake up	1	0	1
3359	after lies help them avoid audit californium dm finds 23,000 bad voter registrations	1	0	0
731	medical fugitive wanted for murder found in south caroling we need a wall to keep these scum out of our country#buildthewall	1	0	1
5812	there is so much shit i have to say about how fucked up those creatures with vaginas are but words can't even explain......	1	0	0
297	the only thing that can wash away this problem is a big red wave in november#bigredwave	1	0	1
487	kigoma, tanzania authorities become hostile to burundi refugees refugees small businesses were closed last friday. with a threatening tone the sigma governor told them they must return to burundi many of the refugees are fearful of returning	0	0	0
8144	user can you call my daughter today during a history it would be hysterical and historic she may faint warned	0	0	0
2081	in the current situation we can't go back to our homes as myanmar military has reinforced its troops in user user user user user user user	0	0	0
3242	some migrants study in no and go back to their home countries while there are others who like to retrain in a different occupation instead of going back we celebrate gurpreet sing as a relentless migrant and a keen student on his student visa approval#braingainnewzealand	0	0	0
4751	i tuesday and wednesday, thursday and friday.....i can beat your ass bitch every weekend  smiling face with smiling eyes  woman shrugging medium skin tone 	1	1	1
5554	i get curved all the time idgaf, there's too much pussy out here to trip off any bitch	1	0	0
8023	if you have this in your big u a sank	0	0	0
4835	getting her pussy and ass ate at the same time , now that's goals bitch	1	0	0
5112	i don't know what it is sleep anymore you are always on my mind when my cock is hard like that i wish i was hug you feel your ass	1	1	0
7686	yeah i text back in a timely manner... ism about getting laid not playing games	0	0	0
6159	user you maxi shitmouth ugly a big go fuck a dead dog you granny whore cunt redskin piece of shit leave amen to amen whore	1	1	1
1527	user user that a lie you can not merge legal immigrants with illegal aliens stats to come out with a	0	0	0
956	records reveal lax supervision sexual activity at chicago-area shelters housing immigrant children	0	0	0
255	lisdoonvarna, a village earmarked for replacement along with a growing number of other towns and cities right across ireland listen to iris (fg) minister for equality immigration and...	0	0	0
4959	user user woman she is a cunt	1	1	0
2556	the latest hungary passes tax against support for migration	0	0	0
7893	made a post on casebook about the stats of women being sexually assaulted go figure the not all men crowd popped up no shit brow	0	0	0
1604	the latest reports 328 migrant rescues at sea	0	0	0
8244	should close your account you immature cunt bullying women on social media is pathetic go seek the attention you	0	0	0
4757	too bad my stupid loyal bitch ass dropped all my hoes that smoked me out for an ain't shit boy	1	0	0
7618	when you do finally give up and start buying them cats at least you won't have to drink alone loser	0	0	0
4527	i ism reminded of an interaction that fuels me soon after returning to finish my undergrad an uncle came to visit he's a green immigrant..very green he visited my parents restaurant where i was working	0	0	0
7435	when you wake in a random bed with no recollection of who she is or how you got there	0	0	0
3710	muslin migrants leave germany we did not get free stuff nothing is free here - free speech time - user	1	0	0
4812	frost is a stupid bitch user	0	0	0
5945	i fucking told you sank whore sluts listen to ms seriously	1	1	1
3372	user tells not to give immigrants ana test to make sure their the kids parents just hand them over to child traffickers like mama via user	0	0	0
2698	once again we call upon the government of cameroon to refrain from carrying out further forced returns of nigeria refugees and asylum-seekers.	0	0	0
759	austria joins eastern rope rejects e plans for more migrants	0	0	0
7338	count on it	0	0	0
3073	user i can't believe just what a poor state those roads in the pictures are in and why council has allowed so much development on those roads oh that right its because of turnbulls insane immigration policy	1	0	1
6118	from why did i shag at fucking whore at kid is a mistake en the is stake its self obviously we burnt a few innocent women thank them whores	1	1	1
2488	lawyers defending immigrant children in detention are relying on a court case from the 1980s	0	0	0
4536	user user user knows her audience & how nave & ignorant they are that they will believe anything regardless how ridiculous these politicians have no respect for their constituency.#maga	1	0	1
5224	when the pussy stank but she looks so good you gotta finish	1	1	0
9151	when i was 17 a woman who i thought was my friend arranged for a yo man to rape me	0	0	0
5615	user user fuck all to do we him it..and i just can't be annoyed with hysterical mong women who talk she	1	1	0
8250	redwood is a traitorous cunt to every man woman and child in the up what a buffoon	0	0	0
4027	i lost several friends over openly supporting & voting for user user & one of the main reasons i voted for him was his promise to build a border wall & so help me if he doesn't ill sit home in 2020 user	1	0	1
7402	it user when a fart slips out in front of your fella for the first time	0	0	0
7078	couldn't have said it better	0	0	0
4336	"user why can't u work in harmonious way""why u always follow,either my way or no way""delhi is fast becoming a slum under tape every pavement,public parks,flyover spaces,road sides have been encroached by illegal muslin migrants urge u to go"	0	0	0
3460	user user user as was the biggest threat to and that there has ever been self absorbed well user is rebuilding the arc of history	1	1	1
8508	marry flint you making porn of women you are a sick bitch pig dog profit off women sexually demeaning democrats are mentally unstable sicko	0	0	0
8241	user seeing your a racist homo hating women hating cunt what did you pick	0	0	0
1349	urban refugees in southeast asia https //t.co/y21jknwg6r	0	0	0
3456	syria migrant arrested for raping 13-year-old swish girl	1	1	1
8490	user oh i get it believe me fucking pussy ass bitch cunt hoe	0	0	0
1172	they are too busy blaming immigrants for all their ills to see its the bankers and the establishment that screwing them also they still deludedly believe that britannia rules waves	0	0	0
1209	this video is more relevant than ever able are goons with guns do no votes for thugs	1	0	0
6393	your bitch a true that had to let her go like a cool cop shoot u and put a hole in up head like a juice box	1	1	1
6688	user you went to ram astray for lunch in the evening i but ram astray is i thought	0	0	0
2764	the ghost who amethyst can't see but believes she can communicate and have sex with has now returned with her to the up and their relationship is progressing should we ask roger helmet and garage to investigate this immigrant ghost	0	0	0
7772	i only watch your snap story cause i know you'll text me	0	0	0
2782	often employers consider employees slaves as they think they have bought them because they pay them user user user user user user user	1	0	1
235	"federal judge to imminent danger of irreparable injury to visa-holders"", etch user"	0	0	0
2684	user user user hispanics are the hardest hit by illegal immigration it impacts their wages jobs and communities as well as african america	1	0	0
5480	user user user weird mummy ass bitch block me back whore i	1	1	0
8617	user i just realized i used whore instead of cunt oh how the tables have turned	0	0	0
1234	user littering on the increase it would be nice to have some bins to put the litter in , and if there are any bins it would help to empty them frequently	0	0	0
7750	ism gonna put that so butterfly filter around the head of my dick so y'all can see how stupid you look i	0	0	0
4463	hahahahahaha of course not in my they are blind to immigrant crimes against the people	1	0	1
6226	i want a bitch who gone rape me when she feeling for the dick man shrugging medium skin tone 	1	0	1
2521	why is this individual who evidently hates america on us soil user user user user	1	1	0
533	glad they saved them glad they saved them on that side of the border	1	0	1
2596	user welcome is a wish now about 60.000 refugees will deported from sweden home.europe is divided in that persons which mean the welfare is endless and the others which are afraid about local culture	0	0	0
6309	to all hoes so mad be a bitch in harm's way everyday for	1	0	0
5324	the bitch can go with whoever she wants now i guess i already took that v & destroyed every hole she got anyway raw too	1	1	1
3843	user demo would rather illegal aliens keep swarming in	1	0	1
8055	user checkout my hysterical book of satire for men which women have been waiting for	0	0	0
3718	birthed porn star and anchor baby-mama, meanie trump user has apparently broken ranks with the racist sexual predator occupying 1600. was that when she wore her signature clothes to belittle the humanity of kidnapped incarcerated immigrant children i	0	0	0
4077	"heard anything about this on your local news this is my shocked face.""a 46-year-old muslin refugee from..."	0	0	0
950	hundreds of african and muslin migrants are invading europe. the nations our ancestors built for us keep europeans in prayer ðÿ trade mark ðÿ»	1	0	1
3008	the author crest push spent 2 months talking to individuals who are living in internal her research shows why there is little of a return soon for the vast majority of rohingya	0	0	0
2473	in germany refugees can vote just for fun in separate electionplaces to learn to vote of course the vote is for nothing,in reality maybe too	1	0	0
6541	all the experts predicting the dodgers will win eat a dick not that i don't support and love them but you always jinx them	0	0	0
6190	i never understood why anybody waits to say they got raped sh rape me bitch ism snitching soon as you leave fuck boy	1	0	0
4252	to support immigrant and refugee students introduce mentors who are of the same racial and ethnic background and develop awareness and sensitivity training for all teachers and staff members	0	0	0
3600	over 500 refugees have left moral maybe even more hard to say exactly user is full with more than 200 people stage i on the north shore has received almost 200 as well humans for humanity is housing over 150. for tonight they have shelters and then what	0	0	0
649	aware health and human services has custody of 2,047 migrant kids	0	0	0
2024	user screw her and her beliefs send them packing this is a christian nation with christian laws	1	0	1
1705	he can take his family with him illegal is illegal not above us laws user deport asap fake scam take your family and stop living off my family taxes go home no	1	0	1
8099	user are you really serious with this guy he spews vile things towards women and now he plays victim hysterical	0	0	0
6855	the woman who is accusing nelly of rape wants to drop the investigation be she thinks the system will fail her this broke my heart...	0	0	0
7162	friend we should talk about what you did when you were drunk last night me	0	0	0
4012	user user excellent now approve and we will have a great midterm and christian	1	0	0
4753	why because you act like ms whore	1	1	0
1285	very true..my great-grandfather was killed for being a polish immigrants the railroad gave my great-grandmother 20, that's what his life was worth she finished raising my grandmother and 6 other children by herself	0	0	0
4483	they are coming.and just because they made it here to america they think they have rights.deseased, uneducated and soon will be paid to be a loudmouth on the streets#buildthatwall	1	0	1
1730	the relocationprogramm of the e doesn't work the refugees don't want to go to countries without a comfortable socialsystem.	0	0	0
4418	user again going on record that you care more for illegals than us citizens there here illegally	1	0	1
7512	friend any plans for the weekend me	0	0	0
6287	you ho's still not allowed to speak on mesh in my presence it'll beat yo ass girl lot don't get it fucked up i	1	1	1
1668	thank you to everyone who has participated in our world refugee day campaign this months by giving fundraising advocating and praying because of your efforts refugees across the us will have the support they need to rebuild their lives give here âž	0	0	0
409	refugees spying attacking media putting immigrant kids in cages war nice we murderous dictators neglecting the black community camp mass deportations all things trump is accused of but what mama actually did guess which 1 has a holiday camp a noble peace prize	0	0	0
337	new user story by user on in homes nose schools unis&amp;more. here's a film camp links to our research on this since 2013 you can download our user book here	0	0	0
5634	user user someone tell the hysterical woman that the last time cam was without benjamin he won league map	1	1	0
8325	everyone calls belly a slut or whore but where in the hell is the evidence	0	0	0
3548	press deterge ordered ban on following worker was found dead in a freezer in apartment in user user user user	0	0	0
4338	germany african migrants attacked kids playing football angry parents with iron bars came to teach them a lesson do not touch my child - free speech time - user	1	0	1
1910	it is no secret that has become one of the safest countries in the world while western rope opened its borders and accelerated its during the crisis eastern rope did the opposite	1	0	0
3652	trump plan immigrants classified a public charge no longer will get citizenship or green cards definition of public charge those who partake temp assist 4 needy families nonemergency medicaid children health ins prove snap subsidized health ins through marketplaces -	1	0	1
1795	it may already be too late but anyway	1	0	0
1418	maybe italic's see this as the only effective way to purge italy from	1	0	0
1087	are you fucking kidding me the e has forced us to treat non e migrants like shit for years credit will allow us to treat everyone on an equal playing field	1	0	0
5047	ink what feminists are pissed about you get free access to our wallets and all you have to do in return is cook and suck our wieners	1	0	0
4815	boo seungkwan a visual hole bitch i think the fuck not	0	0	0
709	user .@expect ka0s epic long coo yarrabee farms admitted did not use verify for this killer or workers tell a .@jeffsessions to get off his behind work on getting verify mandatory all jobs hopefully ice raids yarebeefarms as regular visit	1	1	1
5463	bitch don't come to me as a woman .... cut yo night came at me single  woman shrugging medium skin tone  unamused face  face with tears of joy 	1	1	0
9063	shut the fuck up bitch don't speak on my country or my people	1	1	1
9136	don't call them hysterical women	0	0	0
5233	ism on this new diet where i only eat pussy and ass from fridge to sunday... it's going well	1	0	0
6951	what a stupid cunt you are brow	0	0	0
8636	white women are stupid	1	0	0
415	sheer racism and bigotry israel lawmaker open hazan on black african refugees they're getting married they have kids we'll stop this... they don't even have a culture... you need to destroy the problem when it's still small	1	0	1
2434	recently reminded us that is still the law of the land,...	0	0	0
5410	i know and pregnant women can be a real bitch sadly i know from experience ah well life no longer like that	1	0	0
2085	user user sending their fattest..ugliest filthy scumbags#buildthatwall	1	0	1
6751	hard to give that to others because i know how bad it is when it feels like you're falling down a hole and there's no one to pull you up	0	0	0
7468	if you think you don't have a gag reflex let me prove that you do...	0	0	0
8879	user user user you're hysterical promoting your own book since you are user ya	0	0	0
931	stepped miller's next target legal immigrants via user we don't need too much of the world's junk limit legal immigration to a few thousand deport all data and all illegals no asylum for anyone	1	0	1
2089	ice protester who scaled statue of liberty identified as consoles immigrant with a record of assaulting a cop lol,leftists step into crap with this one...	1	1	1
3604	the go home blacks refugees dirty immigrants asylum seekers sucking our country dryniggers with their hands outthey smell strange savagemessed up their country and now they want to mess ours how do the words the dirty looks roll off your backs	1	0	1
4748	user she probably was using it already before she took it stupid bitch	1	1	0
3819	user every penny that comes into our grants account will go directly to asylum seekers and refugees that will not change but if we don't have enough reserves we will suspend the programmed possibly restrict criteria even further anchor save funds f	0	0	0
5183	your girl is a hoe you need to let go she fucked a... i you sent this a few months ago i just now got to i...	1	1	0
3196	use & & aka militant extremist & as insurgents for revolution half of us museums immigrated under	1	0	1
5392	tell us how big a you are and we tell the world	1	1	0
6750	user user i feel like you've filled a hole in my heart lays where have you been all my life	0	0	0
5789	on the other hands you women are pieces of meat and should be glad you're even allowed to vote in my country	1	0	1
6081	user no its for women who are being a fucking bitch	1	0	0
1446	maldivians' visit for health and education services as well as weekend travel and residency is putting strain on user user user user	0	0	0
4562	user user refuse to secure the border and protect us citizens from the ravages of illegal immigrants	1	0	1
2113	why is it so hard to understand they are not immigrants immigrants come here legally and follow the rules and laws illegals are just that illegal = criminal they are not law abiding	1	0	1
6025	also keep my name out of up hoe ass mouth i literally refer to u only as cunt and bitch	1	1	1
1674	so the economic migration crisis will now get rapidly worse into 2021. and anyone opining that a province like ontario can absorb a million people into the social infrastructure is not understanding the macro events underway and the system collapse that would trigger	1	0	0
3823	user a 73 years old president with liar on denial even his own party are shock congress is quiet too they all afraid of his bully way of you are fired,being cruel like he did immigrant far split cruel and no human feelings,even his wife turn on h	0	0	0
457	spain is becoming the third world america tourist almost killed by migrants speaks up via user	1	0	0
8522	men get hurt once and that's the end they stuck on that bitch for life women get hurt 1,000 times and they're still out looking for love	0	0	0
8013	i . . you mean a beautiful being year then if not not you're not a skank.'	0	0	0
3553	good morning canada i one of the most beautiful qualities of true friendship is to understand and to be understood	0	0	0
3712	i promise you everybody plays the lottery uh not only the innumerate it is going to be very hard for the user to cover this woman she tosses out lunacies not often seen in state wide candidates at 6 fringe positions in this one stop	0	0	0
269	user so well said danielhis speeches all smack of alinsky; divide & conquer by victimizing one group & calling out the other as bigots racists fascist etc.#maga	1	0	1
2833	so was listening to a roman catholic who justified voting for harper because harper was a christian so i thought to my self harpers policies were anything but christian and harper is a racist white supremacist thinking that this guy being a pop immigrant would be hated by harper	0	0	0
7149	i like to delete comments that say first to assert my dominance	0	0	0
3578	providing aid to sudanese refugees is one of our priorities in 2018 read nasal's story here https //t.co/9bzdjojvbd	0	0	0
8458	as usual the sank democrats lie and make it up to cover their evil ass we r so looking forward to the public hanging.”swing you bastards	0	0	0
5834	you don't know what you want	1	1	0
1577	from janitor to nurse how an ethiopia immigrant seized his america dream in minnesota 	0	0	0
6057	don't fucking acetone me you fat bitch whore phone	1	1	0
7953	good morning i have news to break to the ' not all men ' folks i am sorry to disappoint you but men including your mom are trash	0	0	0
4231	the feds say 127 migrant parents waived reunification rights but some say they were coerced or confused	0	0	0
694	twice-deported illegal alien buried girlfriend in the woods suspected of killing her still-missing toddler user user user	1	0	1
9104	right as they rape and butcher women and children	0	0	0
763	user at that time (80 years ago the us were consequent and have a line today the us are a soft nation without any success for the future the invasion of illegal refugees must stopped in all ways	1	0	1
544	user yes things need to be done with calm controlled minds so irreparable mistakes won't be made	1	0	0
2058	in stretch of border migrant families keep coming	1	0	0
723	clear speak stuff blow says that the settle of refugees in countries of easteuropa will not work and the cultruell differences are impossible to life together peaceful is he right - leftminded e hasn't realize that this is the truth and will not bring future - only debater	0	0	0
8174	as long as the position is on all fours who cares	0	0	0
4838	this pussy mine girl tell me you like daddy dick.... i first of all wrong hole for	1	1	0
4702	user user bitch shut the fuck up	1	1	1
5077	user so do we check out our account for upcoming events and meetings	1	0	0
5436	let me tell all sum...yall barb who fucking wit my sis user come talk to me bitch cause i will pull up on a hoe...	1	1	1
1440	each second citizen in germany think market should retired	0	0	0
6187	user pillar garvey weinstein clintonia one was raping vulnerable woman and the old bitch was planning to rape america	1	1	0
3232	rohingya refugees are working hard to earn a living and bring a sense of normality back to their lives ðÿ’ª	0	0	0
6446	user you're just a dumb little cunt who had an abortion to go be a hoe and you eat your tampons trona be few	1	1	0
3659	why we need to protect refugees from the ideas designed to save them	0	0	0
515	illegal immigrants from bangladesh,afg r playing havoc in india.high time mamta&amp;immigration office take a note,if they have any concern	1	0	1
4587	illegal immigration and lax border controls are the epicenter of the uniparty‘¦.	0	0	0
7737	ink who these things are or why they're popular all of the sudden... and that's my meme about that	0	0	0
3098	user user user i can get behind the decriminalization of drugs and better communication however the idea that illegal immigration is not a big issue i believe is untrue 80% of women who cross the border illegally get raped by	1	0	1
