id,raw_text,HS,TR,AG,language,cleaned_text,hashtags,user_ids,percent_capitals,!_count,?_count,$_count,*_count,!_count_normalized,?_count_normalized,$_count_normalized,*_count_normalized,translated_text,negative,positive,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative_esp,positive_esp,anger_esp,anticipation_esp,disgust_esp,fear_esp,joy_esp,sadness_esp,surprise_esp,trust_esp
20014,Padres indocumentados realizaron una huelga de hambre para pedir ser liberados https://t.co/ZPuBt8kUrK https://t.co/zRentrV0Kq,0,0,0,es,padres indocumentados realizaron una huelga de hambre para pedir ser liberados,[],[],0.014705882352941176,0,0,0,0,0.40851319333733394,0.39205702491734323,0.49218967616087916,0.48008762033124336,undocumented parents went on a hunger strike to ask to be released,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20015,No sé porque hay personas que piensan que todos los inmigrantes son delincuentes,0,0,0,es,no sé porque hay personas que piensan que todos los inmigrantes son delincuentes,[],[],0.014925373134328358,0,0,0,0,0.40851319333733394,0.39205702491734323,0.49218967616087916,0.48008762033124336,i don't know why there are people who think that all immigrants are criminals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20016,A Tomi Alegre JAKSKKSJSJ — Cállate q tdv estoy de duelo puta https://t.co/ilHP09OzCK,0,0,0,es,a tomi alegre jakskksjsj — cállate q tdv estoy de duelo puta,[],[],0.2978723404255319,0,0,0,0,0.40851319333733394,0.39205702491734323,0.49218967616087916,0.48008762033124336,to cheerful tomi jakskksjsj — shut up q tdv I'm grieving bitch,0.125,0.125,0.125,0.0,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20017,@mspn95 @SC_ESPN Callate gallina puta y cntala cmo quieras!! Bolso culo facil!! Jajajaaj hijooo,1,1,1,es,user user callate gallina puta y cntala cmo quieras bolso culo facil jajajaaj hijooo,[],"['@mspn95', '@SC_ESPN']",0.04225352112676056,4,0,0,0,0.9998736444922967,0.39205702491734323,0.49218967616087916,0.48008762033124336,user user shut up chicken whore and cntala how you want bag ass easy hahahahah sonoo,0.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20018,Albondigas! Casi al estilo de las fodongas pero en el Gabacho.,0,0,0,es,albondigas casi al estilo de las fodongas pero en el gabacho.,[],[],0.06,1,0,0,0,0.7707580846790246,0.39205702491734323,0.49218967616087916,0.48008762033124336,meatballs almost in the style of fodongs but in the gabacho.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20020,"Todos: -#NoTodosLosHombres -PPK, presidente de lujo -Perú no va al mundial 2017: Já, ilusos.",0,0,0,es,"todos  -#notodosloshombres -ppk, presidente de lujo -perú no va al mundial 2017  já, ilusos.",[],[],0.15625,0,0,0,0,0.40851319333733394,0.39205702491734323,0.49218967616087916,0.48008762033124336,"all  -# notodoshombres-ppk, president of luxury -perú does not go to the 2017 World Cup ha, delusional.",0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20021,El juez cita a declarar a la menor que denunció abusos por parte de jugadores de la #Arandina https://t.co/vD92Mxs04Q https://t.co/kbTiYIpwol,0,0,0,es,el juez cita a declarar a la menor que denunció abusos por parte de jugadores de la,['#Arandina'],[],0.015151515151515152,0,0,0,0,0.40851319333733394,0.39205702491734323,0.49218967616087916,0.48008762033124336,the judge summons to declare the minor who reported abuse by players of the,0.3333333333333333,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20022,VAMOOOO LA PUTA MADRE SE LO MERECÍA TANTO ESFUERZO Y HABER PASADO TANTOS TELÉFONOS NECESITÁBAMOS ESTE DESCANSO #SoltarteNoEstáEnMisPlanesMica,0,0,0,es,vamoooo la puta madre se lo merecía tanto esfuerzo y haber pasado tantos teléfonos necesitábamos este descanso,['#SoltarteNoEstáEnMisPlanesMica'],[],1.0,0,0,0,0,0.40851319333733394,0.39205702491734323,0.49218967616087916,0.48008762033124336,vamoooo the fucking mother deserved it so much effort and having spent so many phones we needed this rest,0.2,0.4,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20023,Pd a ver si cierran de una puta vez Tv3 que no sé todavía qué servicio público ofrece para que merezca dinero de nuestros impuestos o solo hace daño que roben unos?,0,0,0,es,pd a ver si cierran de una puta vez tv3 que no sé todavía qué servicio público ofrece para que merezca dinero de nuestros impuestos o solo hace daño que roben unos,[],[],0.015873015873015872,0,1,0,0,0.40851319333733394,0.9152581228202095,0.49218967616087916,0.48008762033124336,pd to see if they close for fuck's sake tv3 that I don't know yet what public service it offers so that it deserves money from our taxes or it only hurts that they steal some,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20024,"Yo estaba claro que esta vida de trabajador inmigrante fundido máquina iba a ser difícil. Y es verdad, es difícil jajaja",0,0,0,es,"yo estaba claro que esta vida de trabajador inmigrante fundido máquina iba a ser difícil. y es verdad, es difícil jajaja",[],[],0.021052631578947368,0,0,0,0,0.40851319333733394,0.39205702491734323,0.49218967616087916,0.48008762033124336,"i was clear that this life of immigrant worker cast machine was going to be difficult. and it is true, it is difficult haha",0.0,0.14285714285714285,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20025,"Mira de vd estoy hasta la polla ya, no aguanto más tonterías",0,0,0,es,"mira de vd estoy hasta la polla ya, no aguanto más tonterías",[],[],0.021739130434782608,0,0,0,0,0.40851319333733394,0.39205702491734323,0.49218967616087916,0.48008762033124336,"look at you I'm up to my dick already, I can't stand any more nonsense",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20026,@enkarny282 @irenejunquera No tienes ni puta idea.la melodia es mi novia es sevillista...una puta mas.,1,1,1,es,user user no tienes ni puta idea.la melodia es mi novia es sevillista...una puta mas.,[],"['@enkarny282', '@irenejunquera']",0.015151515151515152,0,0,0,0,0.40851319333733394,0.39205702491734323,0.49218967616087916,0.48008762033124336,user user you have no fucking idea. The melody is my girlfriend is Sevillista...one more whore.,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20027,@PepeGonzalezRP @EsmeSese Diappoler* jajaja cállate Pepe niño polla Si me han llenado de notificaciónes jajajajaja,0,0,0,es,user user diappoler jajaja cállate pepe niño polla si me han llenado de notificaciónes jajajajaja,[],"['@PepeGonzalezRP', '@EsmeSese']",0.0375,0,0,0,1,0.40851319333733394,0.39205702491734323,0.49218967616087916,0.9997604586193306,user user diappoler hahaha shut up pepper boy dick if I have been filled with notifications hahaha,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20028,"¿Mojigatas, moralinas? ¿Neta? ¿Por estar en contra del acoso sexual y la violación en el trabajo?",0,0,0,es,"¿mojigatas, moralinas ¿neta ¿por estar en contra del acoso sexual y la violación en el trabajo",[],[],0.04054054054054054,0,3,0,0,0.40851319333733394,0.9999984904556439,0.49218967616087916,0.48008762033124336,"sanctimonious, moraline, net for being against sexual harassment and rape at work",0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20029,"Si cualquier cosa es violación o acoso, se minimizan la violación y el acoso. Por lo tanto, pierden las víctimas de las mierdas que se dedican a violar y/o acosar.",0,0,0,es,"si cualquier cosa es violación o acoso, se minimizan la violación y el acoso. por lo tanto, pierden las víctimas de las mierdas que se dedican a violar y/o acosar.",[],[],0.015873015873015872,0,0,0,0,0.40851319333733394,0.39205702491734323,0.49218967616087916,0.48008762033124336,"if anything is rape or harassment, rape and harassment are minimized. therefore, victims of the bullshit who engage in rape and/or harassment are lost.",0.23529411764705882,0.0,0.17647058823529413,0.0,0.17647058823529413,0.17647058823529413,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20030,"Que divertido que consideres que una piba por estar con uno con novia es una zorra... si mal no recuerdo tambien te habias metido con uno CON novia, no hay que hacer lo que no nos gusta que nos hagan🙆🙆🙅",0,0,0,es,"que divertido que consideres que una piba por estar con uno con novia es una zorra... si mal no recuerdo tambien te habias metido con uno con novia, no hay que hacer lo que no nos gusta que nos hagan persona haciendo el gesto de de acuerdo  persona haciendo el gesto de de acuerdo  persona haciendo el gesto de no ",[],[],0.02564102564102564,0,0,0,0,0.40851319333733394,0.39205702491734323,0.49218967616087916,0.48008762033124336,"how funny that you consider that a piba for being with one with a girlfriend is a bitch... if I remember correctly you had also messed with one with a girlfriend, we should not do what we do not like to be done as a person by making the gesture of agreement as a person by making the gesture of agreement as a person by making the gesture of not",0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20031,"Odio los viejos que se creen que se merecen todo, hijo de puta tú lo que te mereces es una tumba.",0,0,0,es,"odio los viejos que se creen que se merecen todo, hijo de puta tú lo que te mereces es una tumba.",[],[],0.013513513513513514,0,0,0,0,0.40851319333733394,0.39205702491734323,0.49218967616087916,0.48008762033124336,"i hate old people who think they deserve everything, you son of a bitch. What you deserve is a grave.",0.14285714285714285,0.09523809523809523,0.19047619047619047,0.09523809523809523,0.09523809523809523,0.14285714285714285,0.0,0.14285714285714285,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20032,@elultimopeter Tu eres demasiado perra 😂,1,1,1,es,user tu eres demasiado perra  cara llorando de risa ,[],['@elultimopeter'],0.041666666666666664,0,0,0,0,0.40851319333733394,0.39205702491734323,0.49218967616087916,0.48008762033124336,user you are too much bitch  face crying with laughter,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20034,@Manu_Sainz @elchiringuito El papapapartido imimimporta... callate tartaja!!! Come polla de madeira,0,0,0,es,user user el papapapartido imimimporta... callate tartaja come polla de madeira,[],"['@Manu_Sainz', '@elchiringuito']",0.030303030303030304,3,0,0,0,0.9963927748834992,0.39205702491734323,0.49218967616087916,0.48008762033124336,user user the papapartido imimimport... shut up cake as a madeira cock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20035,@Setxuki @Daii__24 callate la puta boca gordo almagro,0,0,0,es,user user callate la puta boca gordo almagro,[],"['@Setxuki', '@Daii__24']",0.0,0,0,0,0,0.40851319333733394,0.39205702491734323,0.49218967616087916,0.48008762033124336,user user shut the fuck up fat mouth almagro,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20036,"Es un gran regalo???? Y una polla un regalo, aquí no le han regalado nada. Se lo ha currado muchísimo, ya vale con las tonterías #OTGala8",0,0,0,es,"es un gran regalo y una polla un regalo, aquí no le han regalado nada. se lo ha currado muchísimo, ya vale con las tonterías",['#OTGala8'],[],0.031914893617021274,0,4,0,0,0.40851319333733394,0.9999999998669508,0.49218967616087916,0.48008762033124336,"it's a great gift and a dick is a gift, they haven't given him anything here. He's given it to him a lot, it's enough with the nonsense",0.1111111111111111,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20037,me saqué un 9 en el final de biología para vos hija de puta q no me quisiste promocionar por unas centésimas EN TU CARA Y EN TU CANCHA,0,0,0,es,me saqué un 9 en el final de biología para vos hija de puta q no me quisiste promocionar por unas centésimas en tu cara y en tu cancha,[],[],0.18627450980392157,0,0,0,0,0.40851319333733394,0.39205702491734323,0.49218967616087916,0.48008762033124336,i got a 9 in the biology final for you motherfucker who didn't want to promote me for a few hundredths on your face and on your court,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20038,@ValentinaaCruz Puteria y perico también somos almas gemelas excepto que tu eres puta desde él vientre.,1,1,1,es,user puteria y perico también somos almas gemelas excepto que tu eres puta desde él vientre.,[],['@ValentinaaCruz'],0.013513513513513514,0,0,0,0,0.40851319333733394,0.39205702491734323,0.49218967616087916,0.48008762033124336,user puteria and parakeet are also soul mates except that you are a whore from the womb.,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20040,"@PatonGuzman eres una verdadera cagada, puto, mierda entre la mierda, por eso a los putos argentos, sudakas miserables, se le aborrece, por escorias como mico sorete mal parido",1,0,1,es,"user eres una verdadera cagada, puto, mierda entre la mierda, por eso a los putos argentos, sudakas miserables, se le aborrece, por escorias como mico sorete mal parido",[],['@PatonGuzman'],0.0,0,0,0,0,0.40851319333733394,0.39205702491734323,0.49218967616087916,0.48008762033124336,"user you are a real shit, bitch, shit in the shit, that's why the fucking argentes, miserable sudakas, are abhorred, by scum like badly born monkey sorort",0.2916666666666667,0.041666666666666664,0.20833333333333334,0.0,0.25,0.041666666666666664,0.0,0.125,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20041,I added a video to a @YouTube playlist https://t.co/lWXlQnkxyQ El Güero Bastidas - Enigma Norteño (2011),0,0,0,es,i added a video to a user playlist el güero bastidas - enigma norteño (2011),[],['@YouTube'],0.11320754716981132,0,0,0,0,0.40851319333733394,0.39205702491734323,0.49218967616087916,0.48008762033124336,i added a video to a user playlist el güero bastidas - enigma norteño (2011),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20042,@AgusMariano17 @astrobrix @saintlean asi le digo a tu mami callate perra,1,1,1,es,user user user asi le digo a tu mami callate perra,[],"['@AgusMariano17', '@astrobrix', '@saintlean']",0.0,0,0,0,0,0.40851319333733394,0.39205702491734323,0.49218967616087916,0.48008762033124336,user user user so I tell your mommy shut up bitch,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20043,@intonarumori13 Cállate y ven ya joder hostia puta,0,0,0,es,user cállate y ven ya joder hostia puta,[],['@intonarumori13'],0.03225806451612903,0,0,0,0,0.40851319333733394,0.39205702491734323,0.49218967616087916,0.48008762033124336,user shut up and come and fuck you bitch,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20044,"Dos amigos hablando: -Raúl, q me das por mi mujer? -Nada -Trato hecho.",1,1,0,es,"dos amigos hablando  -raúl, q me das por mi mujer -nada -trato hecho.",[],[],0.08,0,1,0,0,0.40851319333733394,0.9152581228202095,0.49218967616087916,0.48008762033124336,"two friends talking  -raul, what do you give me for my wife -nothing -treaty done.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20045,"@AngeAlvarez7 Callate perra, re despierta estoy",1,1,1,es,"user callate perra, re despierta estoy",[],['@AngeAlvarez7'],0.03125,0,0,0,0,0.40851319333733394,0.39205702491734323,0.49218967616087916,0.48008762033124336,"user shut up bitch, re awake i'm",0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20048,#esdemexicanos que te digan güero aunque seas mas negro que la noche,0,0,0,es,que te digan güero aunque seas mas negro que la noche,['#esdemexicanos'],[],0.0,0,0,0,0,0.40851319333733394,0.39205702491734323,0.49218967616087916,0.48008762033124336,that they call you güero even if you are blacker than the night,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20049,"Ah vaina, ¿ahora no puedo criticar porque soy inmigrante? Dios mío ¿por que hay gente así? 😒😒 https://t.co/RAHMXDL7G1",0,0,0,es,"ah vaina, ¿ahora no puedo criticar porque soy inmigrante dios mío ¿por que hay gente así  cara de desaprobación  cara de desaprobación ",[],[],0.029411764705882353,0,2,0,0,0.40851319333733394,0.9987431637252052,0.49218967616087916,0.48008762033124336,"ah shea, now I can't criticize because I'm an immigrant my God why are there people like that expensive of disapproval  face of disapproval",0.3,0.0,0.1,0.0,0.1,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20050,Immigration ? Invasion ? Entrada masiva de INMIGRANTES subsaharianos a CEUTA | España https://t.co/sUe4DoZLXB via @YouTub information passée sous silence par les médias belges #desinformation,0,0,0,es,immigration  invasion  entrada masiva de inmigrantes subsaharianos a ceuta | españa via user information passée sous silence par les médias belges,['#desinformation'],['@YouTub'],0.16666666666666666,0,2,0,0,0.40851319333733394,0.9987431637252052,0.49218967616087916,0.48008762033124336,immigration  invasion mass entry of sub-Saharan immigrants to Ceuta | Spain via user information passée sous silence par les médias belges,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20051,De esto que estás escribiendo y te preguntas lo callada que está la perra. Miras hacia atrás y te encuentras esto. https://t.co/LkdwUVHgaJ,0,0,0,es,de esto que estás escribiendo y te preguntas lo callada que está la perra. miras hacia atrás y te encuentras esto.,[],[],0.02247191011235955,0,0,0,0,0.40851319333733394,0.39205702491734323,0.49218967616087916,0.48008762033124336,of this thing you're writing and you're wondering how quiet the bitch is. you look back and you find this.,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20052,En ese listado deben estar de segundo los árabes y chinos que nos tienen jodidos. Vienen de sus países con una mano delante y una atrás y consiguen préstamos gigantescos para sus negocios y para maltratar al venezolano. Acá en margarita se ve mucho esa vaina https://t.co/gHdYmtl68V,1,0,1,es,en ese listado deben estar de segundo los árabes y chinos que nos tienen jodidos. vienen de sus países con una mano delante y una atrás y consiguen préstamos gigantescos para sus negocios y para maltratar al venezolano. acá en margarita se ve mucho esa vaina,[],[],0.014563106796116505,0,0,0,0,0.40851319333733394,0.39205702491734323,0.49218967616087916,0.48008762033124336,in that list must be second the Arabs and Chinese who have fucked us. They come from their countries with one hand in front and one behind and get gigantic loans for their businesses and to mistreat the Venezuelan. Here in margarita you can see that sheath a lot,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20053,Querida tú eres una puta sin llenadero.. que dicen tus hijos de tu nuevo amor? Sigues siendo su ejemplo 🤣🤣🤣,1,1,1,es,querida tú eres una puta sin llenadero.. que dicen tus hijos de tu nuevo amor sigues siendo su ejemplo  cara revolviéndose de la risa  cara revolviéndose de la risa  cara revolviéndose de la risa ,[],[],0.024691358024691357,0,1,0,0,0.40851319333733394,0.9152581228202095,0.49218967616087916,0.48008762033124336,dear you are a whore without a filler.. that your children say of your new love you are still their example  face turning from face laughter turning from face laughter turning from laughter,0.058823529411764705,0.29411764705882354,0.0,0.17647058823529413,0.058823529411764705,0.0,0.23529411764705882,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
