id	cleaned_text	HS	TR	AG
20258	lo primero que hacer sandez dar mas cobertura y mas medida a la inmigración ilegal enseñanza en árabe bajada del tiempopara nacionalizar mirar a otro lado con los cada día mas agresivo mantero eco	1	1	0
20271	hola son traedruffles tu novia es una puta me acabo de pasar el tekken con casero rearme las gracia por favor	1	1	1
21379	que vicio todo el tiempo escuchador árabe	0	0	0
20058	ser maldito hijo de perra... no se por que no se que por una puta letrina en su pueblo y se ahogo en mierda como lo merecido	0	0	0
24619	una ayuda para promover el movimiento re semen ser gracioso hombre	0	0	0
24698	ha estado súper ajustado que puta rabia mierda merecía, y de lejos quedar esta noche	0	0	0
21450	acusaciones de acoso revivir caso de trampa y revelar epidemia tres de cada 4 mujer son víctima en toda las área productiva reporte	0	0	0
20278	ser jajajajajaj son imbécil tremendo acoso a tu quita pobre ajajajjaa yo + de	0	0	0
21999	lo tuyo y lo mio no es oficial pero tu no tres cualquier puta tu tres especial	1	1	1
23641	es estúpido pensar que te trata de inmaduro o que hacer acoso cibernética no todo somo perfecto y esta bien vos con aquel tweet te quiste al caracol pero bueno todo cometedor errores. ser	0	0	0
22126	en 1808 4 tipo fuero punteado por delito que no hablar cometido no tardar en echar al monte hoy buscador por miguelete y gabacho sobrevivir como bandolero en sierra de ronda si tizne de algún problema y si los encuentro quizá queda contratarlos	0	0	0
22600	ser callante perra traicionera encima a te cuento algo ahora menos te cuento lo otro habla con mi mano natal	1	1	1
22052	puto moro y negro que viento a invadir españa	1	0	1
24246	ser ser pero amos mi novia es sevillista y es una puta más .... si lo es se dije y no pasa nada , es que disfrute más contigo que con mi mujer  mano saludando  mano saludando  mano saludando  mano saludando  mano saludando 	1	1	1
20208	te quedo tener todo el respeto del mundo pero esquí con una puta voz que me des ya no te lo merecer entender respeto por respeto	0	0	0
23111	no hoy a llorar y decir que no cerezo esto porque es probable que lo merezcapor zorra	0	0	0
22494	ha subido una foto suya enseñado un poco su cuerpo que forma de denigrar a la mujer y encima no me la follar jamás puta asquerosa....	1	1	1
20089	no entierro eso de enseñable la polla a cualquiera de verdad no le encuentro el sentido	0	0	0
23855	curso de árabe	0	0	0
24643	esto te pasa por ser una zorra toma taponazo en la cara  cara llorando de risa  cara llorando de risa  cara llorando de risa  cara llorando de risa  cara llorando de risa 	1	1	1
22310	las beca son para los moreno si tres agüero seguro más es que tres amarrado	1	0	1
24306	hasta la puta polla ya tio... lo asiento pero cepeda no derecha quedar poder	0	0	0
23658	partido amistoso a hoy desde las 13 ahora argentina el al-ittihad de ramón y emiliano, se enfrente a fujairah fe de emiratos árabes unidos en el tercer partido amistoso de pretemporada.  bíceps flexionado  corazón negro  corazón amarillo 	0	0	0
23559	yo no son envidioso pero te vez con él y me pongo celoso dije que tu tres la que querer que yo nunca te acoso	0	0	0
21300	es muy obvio a tan a perder mi hermana es una puta y tu novia es él	1	1	1
22519	ser ser callante la perra boca que ya no lo hoy	0	0	0
22819	ser ser callante yo me lo descarga yegua hija de puta en el grupo hacer lo mismo y de paso te dejo a morir	1	1	1
23561	pero amos a ver puta vecina de mierda que te calle zorra cantar como la mierda y ya es muy tarde para andar pegado berrido	1	1	1
21098	perra estúpida dividendo esas tontería en mi el no señor	1	1	1
20846	mi papá me acabo de enseñar un fideo de una perra estrepada y me hijo que era yo de	1	1	1
22071	ser callante la boca subnormal, que no tener ni puta idea de fútbol	0	0	0
21431	maya khelladi, directora de la oficina de representación de caixabank en dubio repasar las oportunidad de la economía de emiratos árabes unidos	0	0	0
24421	ser callante conchetumare e insulto a la madre perra culito mamón culito	1	1	1
20598	se vale en modo árabe jajajaj a	0	0	0
22943	gran operación contra las magia delicada al tráfico de inmigrantes flecha derecha curvándose hacia abajo 	0	0	0
24921	desde cuando nos ... sin papeleo y con entrada ilegal en un país que encima les acoger que viento avasallador e imponiendo un sindicato totalmente ilegal no no esto ilegalmente en este país y todavía se permitir decir que somo rapista	1	0	1
21655	ser quien ha salado esto no ha comido un como en su vida no porque no crea que el maquillaje tenia buen sabor	0	0	0
20406	detener a tres de la por presunto a una no al	0	0	0
23369	ser ser agostiza baranda callante puta lo de maimón es peor	1	1	1
21374	el partido popular considerar contradictorio el anuncio del por de que retirar las concertina de cesta y mejilla porque las pusieron ellos	0	0	0
22958	hasta junio ha entrado en españa un total de 17.950 persona de manera ilegal sin embargo grecia llega a alcanzar los 200.000 inmigrante en solo un mes comprueba estos y más dato sobre la inmigración de	0	0	0
20051	de esto que estas escribiente y te pregunta lo callada que esto la perra mira hacia atrás y te encuentro esto	0	0	0
21341	ser ser tu tres un poco bastante hijo de la gran puta no y no es una pregunta cabronazo. es una comida afirmación	0	0	0
21472	vos brasileño de mierda a merecer lo peor como poder burlar del submarino hijo de puta	0	0	0
24407	el secretario de estado jesé maría lasalle, recuerdo que las mujer son las mayor víctima del acoso a través de las plataforma digitales' vía ser	0	0	0
23097	ser si la puta a te pario virgen de mierda no dios nada no opinar callante nunca el tu vida probable micha con semen un a pero ron con coca cola si babieca balurdaaaa	1	1	1
22842	ser todo sabedor que tú tres la perra donde se	1	1	1
24524	mapa y dato contra los cuento rapista | ser	0	0	0
20153	ser el simio fuenlabreño al cual tenso que ver más a menudo tres un tío de puta madre y te merecer lo mejor del mundo espera que en 2018 te vaya todo de lujo y empiece por la puerta grande	0	0	0
23845	ser ser ser ye por que no molesta a tu puta madre	0	0	0
21897	el gobierno socialista ha hecho entrar en vigor un acuerdo con marruecos para que el árabe y la cultura marroquí tenia prioridad en españa que sentido tizne tal y como defender ser ha que evitar la islamización de españa	0	0	0
22685	ser ay callante perra si siempre hoy a tu casa bueno hija porque hoce cuanto no hoy jajajaj	1	1	1
23309	alemania tras acoso y violencia puesto en libertad 1 semana más tarde fakefugee de gambia viola a mujer 80% de subsaharianos tizne vida cuando protestar por fin los europeo contra el del mono cerner espectro soro un club	1	0	1
21632	pues te gusto cualquier gata pintada de agüera	0	0	0
23248	'¿quieres buscar fama a tirante la riada a follar a la más guarra y ganar 4 perra yo te la regalo primo solo tras desgracia yo ya escuchaña al de y el deca fuco te fama'''	1	0	1
23525	ser ser tal vez te buena dije la hija de la gran puta si te conocer hasta sin gatas mira callante	0	0	0
23771	ser hija de puta..chorra conchuda te merecer la pena de .muertee.	1	1	1
24318	entwitter  murete maldita puta me destruible no merecer la vida pedreta en el peor de los infierno el y eso me es una canción caja	1	1	1
22493	ser callante que una esta ahora en el pueblo acompañada de un pájaro y una perra	0	0	0
21225	a leer a ami nada para entender mejor a europa el temor delante de la inmigración no es producto de una xenofobia congénita [...] sino el precio que se paga por la profunda crisis social provocar por la gestión ultraliberal de la economía europea	0	0	0
21340	ser ser callante cara de culo y rodete en la puta cárcel	0	0	0
24902	ser ser ser tener razón son profesional de provocar situaciones de acoso para que el personaje salto y entonces hacer los martires, los probrecitos periodista	0	0	0
20206	no son subsaharianos, son negro que yo señal sudán y níger esto en el sámara	1	0	0
20106	ser y tu tres la amiga perra que me lo a mamar a espalda de ella estúpida	1	1	1
23890	hoy mi plática con 2 mexas  las miga la agüera de donde son de delito y de donde son los taco ramiro y los de la suerte también de delito y sonido pancho a madre in delito a entonces que hacer el resto del país buena pregunta... sinceramente no se	0	0	0
21038	racimo es que te preguntón porque tres prieto si tu mamá es agüera	0	0	0
24934	hoy a saltar la valla de mejilla en cendal con un seta biza tuneado.	0	0	0
24424	el cerebro de la mujer esta conectador al culo porque cada vez que pensar la cagar	1	0	0
20808	ser ser ser ser ser no la he visto todavía	1	0	0
24518	ser tener un tribuna de la puta madre,es increíble te merecer todo,vamos que sos campeonato	0	0	0
21568	ser callante no quieto cumplir 20  cara llorando fuerte  cara llorando fuerte  cara llorando fuerte  cara llorando fuerte  cara llorando fuerte  cara llorando fuerte  cara llorando fuerte  cara llorando fuerte  cara llorando fuerte  cara llorando fuerte  dejar disfrutar este año guarra	0	0	0
21514	"como que tu cita mas incómoda de a correa el año setecientos diquitidós. decíamos ""diquiti"" en lugar de veinte porque los árabes d..."	0	0	0
22851	ser ser callante imbécil ojalá le pase lo mismo pero a tu puta madre	0	0	0
24009	ser jajajajajajajaja hijo de tu preciosa madre ya callante la perra boca	0	0	0
24435	toda las perdonar veras son bien marica	1	0	1
22171	si no me devuelven el pollo les hoy a meter el dedo pulgar por el agujero del culo pedazo de hijo de puta merecer morir parado aire igual si	0	0	0
21198	que espera puto sudanés ser contrato al calvo de almeja tren paro	1	0	1
23260	ser ser no juego al fila como tú pedazo de hijo de puta haute youtuber de fortuito y callante	0	0	0
24499	monina debate de tonterias, nemea lo ha hecho de puta madre , yo no vez nada a objetar	0	0	0
21596	ser en serio que imbécil como si el acoso se acabar a punta de clase pedagógica en un sus rojo que todo el mundo detestar usar sin importar la hora los acoso pasa 24/7 y en toda parte y solo la educación y cultura acabar con semejante a	0	0	0
22905	y de donde sacar para se de vacaciones de verdad que esto ya pasa de castaño oscuro refugiado y vuelven al lugar donde les maltrataban	1	0	0
24511	cuando me visto de color blanco me vez más agüera hoy o sea...	0	0	0
20960	me ha gastado un víreo de ser (https //t.co/cishaltjbr - por que tanta inmigración hacia chile	0	0	0
21650	ser que te calle gran hijo de puta	0	0	0
22924	ser tú tres mi favorita perra a	1	1	0
24568	y yo y ser porque es sumaca tonto	1	1	0
21766	ser ser ser ser callante que a vos no te luego ni a los talonear puta	1	1	1
24766	ya callante maldita perra ridícula	1	1	1
21795	ser ser callante puta	1	1	1
22419	son partidario de ayudar a la gente sin papeleo pero se esto aprovechado de nuestra solidaridad lo que falta por ver agredir a turista y policial la única manera que nos obligar hacer es mantero sin papeleo mantero a su país	1	0	0
21620	ser callante puta las puta no hablar puta puta puta	1	1	1
21704	ser ser ser jajajajaj callante tu zorra asquerosa	1	1	1
22752	debe dable cadena perpetua a todo los inmigrante que lleguen a delinquir en un país donde le bren sus puerta y que zaguán esa condena en ese país no se pues morder la mano de quien te de de comer...	1	0	1
24789	como me casa de gusto árabe de eco y papichamp amigo la romper	0	0	0
21063	a el gobierno ha reforzado el sistema nacional de protección internacional y de acogida al aprobar una oferta de empleo público extraordinaria y adicional de 323 plaza destinada a mejorar la atención a los solicitante y beneficiario de protección...”	0	0	0
21833	ser callante puta	1	1	1
20172	ser ser como ha una gran cantidad de víreo horno amalear y son bastante buscador la verdad porque son chica 'normales', la gente se imaginar su vecina su amiga eco bueno pero que tizne que ver habláis del horno como tal no de sus ir	0	0	0
22508	ser callante zorra	1	1	1
23455	ser puta siempre de no te olvidar lo que siempre me las querido enseñar y por mesa no aprender caja	1	1	1
23974	visto el panorama... los único que pueden echar coronel en la valla de cesta son los taxistas... portavoz de los taxista ministro ya	0	0	0
22654	un subfusil y me hoy a la valla de cesta o a tractoria. no pasapán	1	0	1
23367	ser puta que emoción gracia por ser un otubre genial y enseñarnos que tu fondo es uno de los mejor  corazón amarillo  corazón amarillo  corazón amarillo 	0	0	0
20068	- final champions lengua - libertador y sumaca - torre giro y vuelta - wimbledon - súper bol	0	0	0
22840	españa pues y debe duplicar su población inmigrante yo crea que la pregunta seria que impacto tizne esa inmigración y que amos hacer para que se adaptar a nuestra cultura no pueden haber colegio con tasa altísimo de fracaso es vía ser	0	0	0
20069	ser tu tres una puta sentencia y estas con concha en el congreso dentista en tu ca y a las justa terminante primaria no te haya la santa hipócrita de cuarta	1	1	1
24999	porque los hombre se casa con las mujer porque las cabra no saber fregar los plato	1	0	0
21405	pietrapierce story  pues sanes árabes estar des festivites a pagar el m...	0	0	0
22206	nombre a buena perra hora se le ocurrir a mi hermano mayor enseñable a manejar a mi otro hermano adiós mundo cruel	0	0	0
21181	"un vicepresidente de la diputación de alicante (pp) abogar por ""deportaciones masiva de inmigrante a quien causa de una invasión silenciosa este no saber que corte sangre árabe por sus venas.....https //t.co/n6vvbyrhdf"	0	0	0
21516	semen difundamos un movimiento necesario	0	0	0
20204	ser callante que la que clava el visto sos vos zorra a	1	1	1
23785	amos a ver si ha algún extremista de la mujer por aqui...	0	0	0
20963	que los tres garcía anduvieran detrás de la agüera y que ella se quedar con el más agüero de los 3	1	0	0
24200	ser educar en igualdad nada más enseñar a respetar	0	0	0
22513	a la luz de los acontecimiento casado visitar a quijones poner en peligro la familia tradicional en chueca después de haber visitador a los inmigrante que nos invadir y a los arras que nos mañana	1	0	1
24572	alooo, pero tu tres perra obvio se ira a convertir en perro para que le gustar dux	1	1	1
20156	me poner mal verme mal pero no por mi sino por vos la puta madre te merecer el cielo no te queda en una nube sola	0	0	0
22628	ser tú tres bien perra  cara llorando de risa  cara llorando de risa  bíceps flexionado tono de piel medio 	1	1	0
24386	pues si la verdad si yo enseño la polla por interna aceptar con resignación una violación	1	0	0
23689	rapista es voltear en el mercado cuando te bien güera/güero y saber que no lo tres	0	0	0
24608	en esta visita a mi amada puebla uve la oportunidad de saborear una gorditas, chalupa arroz rojo chile en nogada taco árabes chancla encolada y hoy a cerrar con un chile atole	0	0	0
22391	ser callante guarra	1	1	1
23404	esto también es violación y acoso aunque se de una mujer a un hombre de nada	0	0	0
23047	ser ser tu tres hacer lamer huevo hijo de puta	0	0	0
23251	ayer las señora de ser y ser me llevar a conocer los suculento platillo de la agüera y les quedo decir que son garantía a	0	0	0
24788	y que haya en este país español retratador que apoyar la inmigración	1	0	1
23983	de donde salir este pendejo un reflejo de la escoria social que abundar por todo lados... pinche imbécil	0	0	0
21423	dejar gente apoyo a los inmigrante a través de taller educativo y asesoramiento en brentwood y hempstead	0	0	0
24805	ser ser te pego un caso en la cara para > v	1	1	1
22287	cada vez me gusto más mi cuerpo que pasado una guarra por enseñar las pierna una provocadora por una foto en toalla el problema no es mío público lo que me gustar	0	0	0
21073	ser ser contar cuanto caso de abuso acoso y violación son contado en el momento o en el mimo año que suceder el hecho porque las estadística muestra que la víctima pues tardar mesero año y hasta callar de por vida por sentir me	0	0	0
21211	ser ser si ha diferencia si es tu conocida y abés que no le a a molestar no es acoso cualquier cosa fuera de eso es acoso fin	0	0	0
20635	ser ser de hombre a hombre callante de una puta vez que no tener ni puta idea	0	0	0
20569	una perra se llama laica aire te merecer todo kevsho	0	0	0
22006	hecho colombia es una especie de país perteneciente a sumaca (sudados sudamericano donde hablar muy lento con un acento espantoso e incomprensible pensar aun mas lento y siembra cocaína en las maleta de los turista extranjero en sus aeropuerto	1	0	0
22754	ser ser tú tres la culpable perra > v	1	1	1
21997	ser ser jajajajajajajaja ya se pero tú tres una perra yo son bien buena y sofí se aprovechar de mi nobleza	1	1	1
21986	tú los tres por tus santo ovario y luego pretender cargárselos a otrosí anda y veto a la m... a	0	0	0
24959	mientras tanto el ocupar de la moncloa no electo pienso ya en sus vacaciones. ya os lo aviso pronto estallar una auténtica guerra de guerrilla en españa y un enfrenamiento civil muy duro	0	0	0
21436	se pues ser más necio e indocumentado sí se pues ser pablo casado	0	0	0
24748	los peronchos nos quien enseñar a gobernar , hijo de puta	0	0	0
23618	ser ser callante sapo conchetumare hijo la perra	0	0	0
23654	ser ya ni los hombre somo todo malo ni las mujer son toda una puta simplemente ha mucha puta y mucho hijo de puta pero no todo somo así crea que concordador en eso caja	1	0	0
23332	de periodista a mesonero la terrible historia de un inmigrante venezolano en ayuda	0	0	0
24964	y ese país esto gobernador por un viejo cagalitroso cubano un cretino colombiano indocumentado y un sirio-libanés narco-terrorista...	1	0	1
24727	es la hora de la siesta como se dije siesta en femenino fregar los plato	1	0	0
24078	las acera son para el tránsito de persona no para que gente sin papeleo venda falsificaciones de manera ilegal bajo el paraguas del ayuntamiento	1	0	0
24152	como esta la canción árabe a los baileeees	0	0	0
22201	mentira que se le bien a una mujer te quieto ceres la única en mi vida estafa con mis amigo sigua chupado que yo te aviso	0	0	0
23844	ser ser ser ser parecer que a miedo hora de hacer algo contra estos indocumentado no la pasividad y el inmovilismo no es una opción atún o digital	1	0	1
20201	una chica hijo que no le gustar los chiste sobre acoso y violación en el fideo de rubín y esto le contestable alguno de sus fas	0	0	0
23554	ser callante zorra	1	1	1
23328	agüero nunca estar a salvo her	0	0	0
21694	este señor es un buenista. inmigración solo la necesaria para cubrir la producción con retorno al término de contrato y punto	0	0	0
22185	ser ser bien la puta madre te lo merecer mas que a nadie	0	0	0
21633	hoy he salido de cas como un rey esto es se me ha olvidado la cartera en casa y hoy indocumentado y sin un duro	0	0	0
24560	extraño las donar que venda los árabes en mi universidad a	0	0	0
23013	alférez esta en plan tu tres gilipollas y no tener ni puta idea de lo que dijes	0	0	0
20647	ser tu tres una puta de no guarra	1	1	1
20782	que si el lenguaje que si es acoso que si es lío de falda	0	0	0
24531	modo árabe jajaajajjaja de	0	0	0
22656	ser callante la jeta maldito feto ambulante te las a morir como una perra hija de la gran puta	0	0	0
21364	un tío me ha tirado ficha por la foto con la olla en la puta cabeza en instaurar de verdad ya es que no quedo enseñar ni mi olla roñosa	0	0	0
21827	y las es llorador a un amor de dos dios y tu a las sufrido a año callada como una puta estas sonriente a se ve la madurez a	1	1	1
21856	ser y por que miria y no mierda ana se derecha la salvación por que hijo una actuación de puta madre	0	0	0
21742	esta mujer es puta ama... las cosa como son	0	0	0
22153	ser ser seis tan sumamente escoria para provocar a las persona para crear audiencia y sabiondo el día que os manda al basurero,salvame lo ha dejado la gente de ver no me extraña,yo sabia lo a hacia para crear audiencia os invento	0	0	0
22079	ser cuidado que llamar hijo puta a un hijo puta te condena y no lo digno por nadie que no cereza una guillotina al revés arriba la cuchilla y debajo la rugosidad oxidada. sucio lo merecer el gnomo	0	0	0
24809	bueno a ver esto hasta la polla de la gente de mi clase porque no para de hablar sobre tontería y al final les digno que se calle de una puta vez	0	0	0
23423	ese preciso momento en que tu mujer es entrada por una gran polla ante tus ojosa es sublime	0	0	0
21753	poste de un víreo ser vocal en árabe al son y el tanino	0	0	0
23779	ser ser ser a saber el orden a que poner en su casa ante su familia hijo de puta cobarde	0	0	0
20888	que asco me de el estar con mi familia y solo por comentario de cuñado y comentario rapista sin mencionar a los político que ha robado más que ningún inmigrante	0	0	0
20085	ser jajajaja vos callante puta	1	1	1
23014	ser tú tres un perfecto hijo de puta que defender asesino como otegui. mierda de chusma perro flauta ojalá te queda tetraplejico y la embolia para tu padre y el infarto a tu madre gilipollas	0	0	0
22707	los mantero subsaharianos correr a sillazos a la policía vía ser	1	0	1
20574	rey son que era agüera amaine que perro asco	1	0	1
21834	ser tu tres el ser humano mas malo que ha en la tierra guarra cerda sucia	1	1	1
24904	ser vergüenza mundial tan rata a y vos correa hijo de puta no te merecer la ciudadanía ecuatoriana igual a ese jorge las repudio total a la mañoseria y caratulada de tu gobierno	0	0	0
22356	ser ser ser como no te mato por hija de puta y por puta provocadora , perra , merecer la muerte sucia de	1	1	1
21087	antojada de dulce árabes de balada te pienso...	0	0	0
21468	¡pedimos a la no descolonizar el más de 200.000 vivez desde hacer más de 40 año en campamento de refugiado	0	0	0
23279	cambio facha por inmigrante y regalo valle de los caído	0	0	0
22689	ser que me la sudar callante y murete de una puta vez pedazo de escoria humana	0	0	0
22584	la jornada trampa veleidad hostil trampa se refirió, en esta ocasión a los indocumentado en general en méxico también tenedor ciento o mies de delincuente emigrante de centroamérica, cometido delito	1	0	1
23403	español orgulloso llamado puto sumaca al papa ... pos na	1	1	1
22325	tu pelotero es ridículo para ti un latinoamericano siempre ser un sumaca o panchito, nunca lo tratar a considerar de tu nivel	1	0	0
20479	nos amos a convertir como venezuela decano ahora hasta en los semáforo se habla chamo...quiero ver al señor duque y a los ministerio y cancillería que tan hacer con tanto inmigrante chamozolano	1	0	0
23939	la pelea entre mujer son tan de —cállate puta que tener extensiones —cállate tú maldita perra que tú bronceado es más falso que tú	1	1	1
23065	tu puta madre ser 10 algo 2013 famoso os hoy a enseñar un bicho grande y feo es mi polla a me preocupar mucho que te haya molestador en arte cuatro año y medio atrás buscador un quita de...	0	0	0
24627	enseñándoles desde pequeña a amar mi polla	1	0	1
22557	cual es el vehículo de una mujer la aspiradora	1	1	0
21798	ser mera cabrón callante la puta boca porque me enojoso	0	0	0
22251	estos son los nivel de maldad de un balandro venezolano por esa razón apoyo las protesta en contra de la inmigración masiva de venezolano se requiebro un control.	1	0	1
22545	ser papá saca otro tema como árabe o empiezo a los tiro ser aviso	0	0	0
21939	ser la violar por salir a la calle así no es que esto vestido como una puta es su culpa por provocar a los hombre	1	1	1
23806	ser ser esto te merecer hija de puta	1	1	1
23211	a mi me descuidar 2 minuto en una pena y ya esto hablado árabe	0	0	0
22985	mierda te merecido quedante taha no merecido la nominación lo chiste de puta madre	0	0	0
22492	qui hábito a cannes/nice/monaco	0	0	0
20420	ser chica la verdad me de igual que tenia como o falo y pelota lo importante para mí es lo escribir y la verdad lo hacer más bien con el cerebro que con los genitales. así sigua dado guerra	0	0	0
20466	ser ser camelo a mi el es mi perra le esto enseñado apenas por	0	0	0
22053	ha a luchar contra la inmigración ilegal y enseñar los diente a este gobierno a nos quier urdir en la miseria , como siempre . son sonifobo , pues no pero empiezo a pensar en ello .	1	0	1
22367	"eeuu. una investigación forense realidad con cuerpo de cerdo muerto colorado en el desierto de (ee.uu.) hacer temer por la rapidez con que ""desaparecen"", que las cifra oficial de muerte de inmigrante indocumentado san muy cortar"	0	0	0
22276	600 subsaharianos atacar en españa a las fuerza armada italia debe abrir sus barrera	1	0	1
23286	que cagado me pega cuando empezar la canción árabe de papichamp jajajaja	0	0	0
20015	no se porque ha persona que pensar que todo los inmigrante son delincuente	0	0	0
21309	no me visto borracha no me visto loca por nadie simplemente no me visto así que callante la puta boca	0	0	0
22552	ser te lo merecido muchisimo zorra	1	1	1
21306	no son rapista pero que asco tan los puto moroso como dependiente de mi que engrase en españa lo llevada claro estos impresentable guarro y mal oliente	1	0	1
20688	por cierto lo del millón de subsaharianos esperanto lo hijo el gobierno marroquí de nada...	0	0	0
21683	hermosa la clase de danza árabes de las adolescente y adulta lunes y jueves 19hs. te esperador a a escuela de danza raya - alvina argentina	0	0	0
20146	ser tres una basura de persona lo cual no me sorprender porque tres sumaca y si son los tercermundistas	1	1	1
21627	siria invita a venezuela como un país que ha ayudado en la lucha antiterrorista, a invertir en la reconstrucción del país árabe.@conexiontlsur	0	0	0
24291	ser callante puta que vos sos cómplice	1	1	1
24375	luna veto a hacer un víreo con el niño polla imbécil	0	0	0
23201	en chocar tener	0	0	0
20027	ser ser diappoler navaja callante pepe niño polla si me ha llegado de notificación jajajajaja	0	0	0
22581	hoy me encontrar a una persona que es de origen mejicano que no habla español hasta aquí todo bien pero que no haya nacido aquí que se haya vencido de mojado desde méxico y se indocumentado y no habla español no me judas maldito que tizne cara de vender tamal en puebla	1	1	1
24263	por que el tema romper de ser es tan pegadizo y árabe ni te cuento	0	0	0
24132	operador de pico me a denuncia acoso y violación a derecho	0	0	0
21595	que nadie le compra entrada a estos hijo de la gran puta ser no os merecer ni el agua que beber	0	0	0
21566	que coronel les pasa al gobierno y a todo los que salero contra la manada tanto os acojinar los que no decir ni muy	1	0	1
20266	ser ser ser tu no te merecer a yo me esfuerzo en poner ni una coma para a te azogue al leer	0	0	0
23478	.@publico es  carla nombre ficticio no eligir marchar de de hecho nunca queso marcharse. decidero por ella le dinero un ultimátum de 24 hora no te marcha o te hacedor picadillo le dijeron. ser ser ser ser	0	0	0
22359	el negocio del pel arma y jorge soro que ser autorizar	0	0	0
23114	porque la reportera es satanás la zorra de la novia es a	1	1	1
22469	ser ser hijo de puta tu puta madre aprender a leer y luego le mi comentario de nuevo....y entonces me dijes donde digno yo que esto justificado he dicho que eso explicar que alguno se vuelta locos..que no es lo mismo en cuanto al a	0	0	0
23298	los efecto del como migratorio de 2002 en españa no afecta al paro y rejuvenecer la población vía ser una de las consecuencia que el descenso de la edad media de la población lo cual contribuir al mantenimiento del sistema de pensionar	0	0	0
22084	árabe la a a re romper este verano	0	0	0
21900	ser gran puta ha que enseñable a comer también pío	0	0	0
21577	ser ser no merecer estar en 1 división seis la vergüenza de la liga puta decor	0	0	0
20224	esto flipando. le estafa dividendo a este chico que mi padre pegata e insultar a mi madre que tizne dos denuncia por violencia de género y órdenes de alejamiento y se paso a decir que él jamás pensar que la mujer tizne razón que si eso me pasa a mí es porque son árabe	1	0	0
20395	"no buen de ninguna guerra cuando buyes de una guerra no jueves a tu país de ""vacaciones"" con las ayuda del estado español pero que no es nada nuevo casi la totalidad de las mujer ""sirias"" llevar velo cuando siria es un país cristiano"	1	0	0
22413	abogada ella martinete siempre manteniéndote informador	0	0	0
24171	salvamento marítimo traslado a armería a 91 inmigrante rescatador en dos patera en albarán -	0	0	0
20008	ser cuanto hijo de puta sobra en el mundo...	0	0	0
24457	y tu tres una zorra mala que lo estas navaja	1	1	1
24916	pero porque puta te mira tanto esa zorra la conocer es tu casera plano habla pues imbecil.. cara enfadada  cara enfadada  cara resoplando  cara resoplando  cara cabreada  cara cabreada  - es una revista pendejo .. cara de desaprobación  cara de desaprobación  - ah si es cierto a te año leve de lusa  cara lanzando un beso  cara al revés  cara sonriendo ligeramente 	1	1	1
